id,vendor_inco_term,shipment_mode,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date
78550,DDP,Truck,11/4/2014,5-Nov-14,5-Nov-14,5-Nov-14
78576,EXW,Air,11/3/2009,21-Jan-10,21-Jan-10,21-Jan-10
78589,EXW,Air,2/6/2015,2-Jun-15,2-Jun-15,4-Jun-15
78603,EXW,Air,5/2/2011,18-Oct-11,18-Oct-11,18-Oct-11
78671,DDP,Ocean,12/14/2010,14-Oct-11,14-Oct-11,14-Oct-11
78698,DDP,Ocean,3/28/2011,25-Nov-11,25-Nov-11,25-Nov-11
78709,DDP,Truck,8/13/2013,7-Feb-14,7-Feb-14,7-Feb-14
78714,EXW,Air,11/7/2012,3-Apr-13,3-Apr-13,3-Apr-13
78715,DDP,Ocean,3/28/2011,23-Nov-11,23-Nov-11,23-Nov-11
78727,FCA,Air,1/20/2010,30-Apr-10,30-Apr-10,30-Apr-10
78729,EXW,Air,1/12/2010,1-Apr-10,1-Apr-10,1-Apr-10
78733,DDP,Ocean,3/24/2011,22-Nov-11,22-Nov-11,22-Nov-11
78767,EXW,Air,7/31/2013,20-Nov-13,20-Nov-13,22-Nov-13
78789,EXW,Air,5/26/2011,1-Jul-11,1-Jul-11,1-Jul-11
78805,EXW,Air,2/15/2011,27-Jul-11,27-Jul-11,27-Jul-11
78818,EXW,Air,7/18/2011,29-Sep-11,5-Oct-11,5-Oct-11
78839,EXW,Air,11/28/2013,30-May-14,30-May-14,31-May-14
78846,EXW,Air,2/3/2012,13-Jul-12,13-Jul-12,13-Jul-12
78909,EXW,Air,11/1/2013,18-Feb-14,12-Feb-14,15-Mar-14
78946,EXW,Air,5/8/2014,14-Jun-14,14-Jun-14,16-Jun-14
78949,EXW,Air,2/17/2010,18-May-10,18-May-10,18-May-10
78985,EXW,Air,9/11/2009,28-Jan-10,27-Jan-10,27-Jan-10
79022,DDP,Truck,12/2/2013,13-Jan-14,13-Jan-14,13-Jan-14
79064,DDP,Truck,8/13/2013,19-Nov-14,19-Nov-14,19-Nov-14
79081,EXW,Air,11/6/2013,20-Feb-14,20-Feb-14,26-Feb-14
79109,EXW,Air,9/5/2012,31-Oct-12,31-Oct-12,31-Oct-12
79111,DDP,Truck,9/22/2009,15-Feb-10,15-Feb-10,15-Feb-10
79128,CIP,Air,4/4/2012,21-May-12,21-May-12,21-May-12
79141,EXW,Air,10/13/2011,3-Feb-12,3-Feb-12,3-Feb-12
79173,EXW,Air,2/17/2015,13-Jul-15,13-Jul-15,14-Jul-15
79193,FCA,Air,6/12/2012,8-Aug-12,8-Aug-12,8-Aug-12
79232,CIP,Air,8/31/2009,25-Jun-10,25-Jun-10,25-Jun-10
79236,EXW,Air,2/17/2015,30-Jul-15,2-Aug-15,3-Aug-15
79271,DDP,Truck,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14
79283,EXW,Air,8/11/2014,24-Dec-14,24-Dec-14,24-Dec-14
79325,EXW,Air,12/4/2013,24-Jan-14,24-Jan-14,30-Jan-14
79352,EXW,Air,10/4/2011,1-Mar-12,1-Mar-12,1-Mar-12
79361,DDP,Truck,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14
79375,DDP,Truck,4/28/2015,28-Apr-15,28-Apr-15,28-Apr-15
79424,EXW,Air,5/26/2015,7-Aug-15,7-Aug-15,10-Aug-15
79445,EXW,Air,9/14/2011,6-Jan-12,6-Jan-12,6-Jan-12
79471,DDP,Truck,12/2/2013,6-Feb-14,6-Feb-14,6-Feb-14
79491,CIP,Air,2/5/2013,14-May-13,14-May-13,14-May-13
79500,EXW,Air,3/16/2015,2-Jul-15,2-Jul-15,30-Jul-15
79521,DDP,Ocean,3/28/2011,6-Sep-11,6-Sep-11,6-Sep-11
79597,EXW,Air,6/2/2014,19-Aug-14,2-Sep-14,4-Sep-14
79618,EXW,Air,1/15/2013,26-Apr-13,26-Apr-13,26-Apr-13
79646,EXW,Air,2/20/2013,23-Apr-13,23-Apr-13,23-Apr-13
79648,EXW,Air,2/19/2014,15-May-14,15-May-14,20-May-14
79679,EXW,Air,4/30/2014,7-Nov-14,7-Nov-14,8-Nov-14
79701,EXW,Air,7/16/2013,24-Sep-13,27-Sep-13,27-Sep-13
79710,FCA,Air,1/5/2011,3-Mar-11,3-Mar-11,3-Mar-11
79747,DDP,Ocean,3/28/2011,2-Nov-11,6-Dec-11,6-Dec-11
79757,FCA,Air,4/21/2011,22-Sep-11,22-Sep-11,22-Sep-11
79778,EXW,Air,8/27/2014,4-Nov-14,4-Nov-14,20-Nov-14
79785,DDP,Truck,6/25/2014,25-Jun-14,25-Jun-14,25-Jun-14
79791,DDP,Truck,10/9/2014,24-Jul-15,24-Jul-15,24-Jul-15
79803,EXW,Air,6/2/2014,19-Aug-14,29-Aug-14,4-Sep-14
79810,EXW,Air,8/27/2014,4-Nov-14,4-Nov-14,20-Nov-14
79837,FCA,Air,9/17/2013,10-Jan-14,10-Jan-14,10-Jan-14
79841,CIP,Air,3/9/2012,28-Jun-12,28-Jun-12,28-Jun-12
79861,EXW,Air,8/1/2011,31-Aug-11,31-Aug-11,31-Aug-11
79871,EXW,Air,8/10/2012,21-Dec-12,21-Dec-12,21-Dec-12
79879,EXW,Air,2/26/2014,24-Jun-14,24-Jun-14,25-Jun-14
79885,EXW,Air Charter,5/27/2014,17-Sep-14,17-Sep-14,19-Sep-14
79890,EXW,Air,1/16/2012,15-May-12,15-May-12,15-May-12
79910,DDP,Truck,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14
79955,CIP,Air,12/19/2014,9-Jun-15,9-Jun-15,16-Jul-15
80002,CIP,Air,10/22/2013,12-Feb-14,12-Feb-14,14-Feb-14
80005,EXW,Air,12/8/2014,14-Apr-15,14-Apr-15,14-Apr-15
80019,DDP,Truck,4/21/2010,11-Jun-10,11-Jun-10,11-Jun-10
80040,EXW,Air,6/26/2009,26-Oct-09,26-Oct-09,26-Oct-09
80070,EXW,Air,2/15/2011,27-Jul-11,27-Jul-11,27-Jul-11
80072,EXW,Air,1/22/2013,28-May-13,28-May-13,28-May-13
80086,EXW,Air,8/23/2013,26-Sep-13,26-Sep-13,26-Sep-13
80090,EXW,Air,8/13/2012,28-Nov-12,28-Nov-12,28-Nov-12
80105,EXW,Air,10/30/2013,17-Jan-14,17-Jan-14,22-Jan-14
80112,EXW,Air,7/10/2013,18-Sep-13,19-Sep-13,19-Sep-13
80114,EXW,Air,12/22/2009,29-Mar-10,29-Mar-10,29-Mar-10
80138,DDP,Truck,4/21/2010,31-May-10,31-May-10,31-May-10
80141,CIP,Air,6/29/2009,21-Oct-09,21-Oct-09,21-Oct-09
80167,EXW,Air,8/22/2012,9-Oct-12,9-Oct-12,9-Oct-12
80175,EXW,Ocean,7/3/2012,20-Dec-12,20-Dec-12,20-Dec-12
80216,DDP,Truck,11/28/2014,28-Nov-14,28-Nov-14,28-Nov-14
80217,DDP,Air,3/19/2010,14-Jul-10,14-Jul-10,14-Jul-10
80250,EXW,Air,1/7/2010,17-May-10,17-May-10,17-May-10
80270,EXW,Air,4/11/2013,9-Oct-13,9-Oct-13,6-Nov-13
80275,DDP,Truck,8/7/2009,24-Aug-09,24-Aug-09,24-Aug-09
80299,EXW,Air,1/12/2012,22-Mar-12,22-Mar-12,22-Mar-12
80329,EXW,Air,6/14/2012,7-Dec-12,7-Dec-12,7-Dec-12
80343,EXW,Air,2/26/2013,20-Sep-13,20-Sep-13,20-Sep-13
80363,EXW,Air,12/27/2013,27-Feb-14,27-Feb-14,10-Mar-14
80394,EXW,Air,6/27/2012,1-Mar-13,1-Mar-13,1-Mar-13
80399,EXW,Air Charter,5/26/2014,23-Jul-14,23-Jul-14,29-Jul-14
80423,EXW,Air,11/18/2010,31-Dec-10,31-Dec-10,31-Dec-10
80470,FCA,Air,2/11/2013,17-May-13,17-May-13,17-May-13
80473,DDP,Truck,12/2/2013,5-Feb-14,5-Feb-14,5-Feb-14
80526,FCA,Air,4/29/2014,16-Jul-14,16-Jul-14,22-Jul-14
80528,DDP,Truck,9/22/2009,8-Oct-09,8-Oct-09,8-Oct-09
80559,EXW,Air,9/26/2012,9-Nov-12,9-Nov-12,9-Nov-12
80616,FCA,Air,3/24/2011,30-Jun-11,30-Jun-11,30-Jun-11
80639,EXW,Air,11/14/2014,26-Feb-15,26-Feb-15,27-Feb-15
80665,EXW,Air,9/22/2011,16-Nov-11,16-Nov-11,16-Nov-11
80668,FCA,Air,5/8/2013,18-Jul-13,18-Jul-13,18-Jul-13
80688,EXW,Air,12/3/2013,17-Jan-14,17-Jan-14,28-Feb-14
80699,EXW,Air,10/16/2012,9-Jan-13,20-Mar-13,20-Mar-13
80704,EXW,Air,3/17/2015,23-Jul-15,23-Jul-15,29-Jul-15
80710,EXW,Air,1/11/2013,29-Apr-13,29-Apr-13,29-Apr-13
80730,EXW,Air Charter,4/11/2014,14-Jun-14,14-Jun-14,16-Jun-14
80767,DDP,Ocean,9/21/2010,23-Feb-11,11-Mar-11,11-Mar-11
80804,EXW,Air,8/6/2013,6-Nov-13,6-Nov-13,6-Nov-13
80819,EXW,Air,11/14/2014,23-Jul-15,23-Jul-15,28-Jul-15
80842,DDP,Truck,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14
80860,FCA,Air,11/23/2009,8-Feb-10,8-Feb-10,8-Feb-10
80864,EXW,Air,5/19/2014,5-May-15,5-May-15,14-May-15
80872,EXW,Air,8/15/2013,30-Apr-14,30-Apr-14,2-May-14
80892,DDP,Truck,8/7/2009,24-Aug-09,24-Aug-09,24-Aug-09
80918,DDP,Truck,7/21/2009,19-Nov-09,19-Nov-09,19-Nov-09
80924,DDP,Truck,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14
80925,DDP,Truck,10/9/2014,24-Aug-15,24-Aug-15,24-Aug-15
81011,DDP,Truck,9/19/2013,17-Feb-14,17-Feb-14,17-Feb-14
81018,FCA,Air,7/18/2012,19-Jun-13,19-Jun-13,19-Jun-13
81020,FCA,Air,3/9/2010,17-May-10,17-May-10,17-May-10
81031,FCA,Air,12/15/2014,26-Mar-15,26-Mar-15,26-Mar-15
81050,EXW,Ocean,9/10/2013,7-Nov-13,7-Nov-13,13-Nov-13
81061,DDP,Truck,10/3/2014,3-Oct-14,3-Oct-14,3-Oct-14
81077,EXW,Air,10/30/2014,10-Mar-15,10-Mar-15,10-Mar-15
81083,FCA,Air,8/24/2009,8-Oct-09,8-Oct-09,8-Oct-09
81121,EXW,Air,7/31/2014,1-Dec-14,1-Dec-14,1-Dec-14
81132,FCA,Air,1/24/2013,27-Feb-13,27-Feb-13,27-Feb-13
81197,EXW,Air,9/30/2009,23-Nov-09,23-Nov-09,23-Nov-09
81200,DDP,Truck,5/5/2010,12-May-10,12-May-10,12-May-10
81252,DAP,Air,1/18/2012,6-Feb-12,6-Feb-12,6-Feb-12
81253,DDP,Truck,10/9/2014,24-Jul-15,24-Jul-15,24-Jul-15
81254,EXW,Ocean,12/24/2014,13-Mar-15,13-Mar-15,18-Mar-15
81293,EXW,Air,10/23/2009,7-Jan-10,7-Jan-10,7-Jan-10
81352,DDP,Truck,7/21/2009,12-Aug-09,12-Aug-09,12-Aug-09
81358,FCA,Air,7/18/2012,8-Nov-12,8-Nov-12,8-Nov-12
81361,DDP,Truck,7/21/2009,12-Aug-09,14-Aug-09,14-Aug-09
81380,DDP,Air,3/19/2010,24-Aug-10,24-Aug-10,24-Aug-10
81396,EXW,Air,12/15/2014,27-Aug-15,27-Aug-15,27-Aug-15
81405,EXW,Air,5/9/2014,12-Jun-14,12-Jun-14,12-Jun-14
81421,DDP,Ocean,9/21/2010,9-Feb-11,9-Feb-11,9-Feb-11
81450,EXW,Air,11/7/2012,2-Apr-13,2-Apr-13,2-Apr-13
81454,DDU,Air,1/25/2011,21-May-12,21-May-12,21-May-12
81456,EXW,Air,11/5/2014,21-Apr-15,21-Apr-15,28-Apr-15
81477,DDP,Ocean,6/17/2010,3-Dec-10,3-Dec-10,3-Dec-10
81495,EXW,Air,9/24/2010,12-Nov-10,12-Nov-10,12-Nov-10
81496,EXW,Air,7/25/2013,13-Dec-13,13-Dec-13,13-Dec-13
81509,EXW,Air,6/30/2014,3-Oct-14,3-Oct-14,12-Nov-14
81521,DDP,Ocean,9/21/2010,9-Feb-11,14-Mar-11,14-Mar-11
81535,EXW,Air,2/19/2014,23-Jun-14,23-Jun-14,1-Jul-14
81540,EXW,Air,2/26/2014,4-Sep-14,4-Sep-14,10-Sep-14
81579,EXW,Air,6/14/2012,9-Jul-12,30-Jul-12,30-Jul-12
81581,DDP,Truck,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13
81603,EXW,Air,5/19/2014,23-Jul-14,23-Jul-14,17-Sep-14
81627,EXW,Air,4/14/2011,13-Sep-11,13-Sep-11,13-Sep-11
81639,DDP,Truck,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14
81651,EXW,Air,2/27/2014,17-Jul-14,17-Jul-14,17-Jul-14
81653,DDP,Truck,8/13/2013,7-Feb-14,7-Feb-14,7-Feb-14
81698,EXW,Air,11/13/2009,15-Mar-10,15-Mar-10,15-Mar-10
81700,DDP,Air,3/19/2010,7-Sep-10,20-Sep-10,20-Sep-10
81726,EXW,Air,2/13/2013,13-Jul-13,13-Jul-13,13-Jul-13
81739,DDP,Truck,10/9/2014,24-Aug-15,24-Aug-15,24-Aug-15
81747,EXW,Air,12/17/2013,2-May-14,2-May-14,7-May-14
81753,FCA,Air,11/12/2014,19-Mar-15,19-Mar-15,19-Mar-15
81757,EXW,Air,4/5/2012,20-Jun-12,20-Jun-12,20-Jun-12
81767,EXW,Air,7/12/2012,9-Oct-12,9-Oct-12,9-Oct-12
81769,DDP,Truck,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14
81808,EXW,Ocean,6/2/2014,9-Jan-15,9-Jan-15,12-Jan-15
81823,FCA,Air,12/8/2014,14-Apr-15,14-Apr-15,15-Jul-15
81854,DDP,Ocean,9/21/2010,14-Feb-11,9-Mar-11,9-Mar-11
81855,EXW,Air,2/1/2011,25-Aug-11,25-Aug-11,25-Aug-11
81888,EXW,Air,11/1/2013,18-Feb-14,13-Feb-14,12-Mar-14
81909,EXW,Air,7/10/2013,7-Nov-13,5-Nov-13,17-Nov-13
81920,EXW,Air,8/29/2012,4-Oct-12,4-Oct-12,4-Oct-12
81961,DDP,Truck,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13
81968,EXW,Air,1/23/2012,5-Aug-12,5-Aug-12,5-Aug-12
81971,CIP,Air,2/2/2011,8-Mar-11,8-Mar-11,8-Mar-11
81988,DDP,Truck,4/23/2010,29-Apr-10,29-Apr-10,29-Apr-10
81990,DDP,Truck,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14
82004,EXW,Air,4/9/2012,23-May-12,23-May-12,23-May-12
82005,DDP,Ocean,6/17/2010,4-Mar-11,4-Mar-11,4-Mar-11
82025,DDP,Truck,8/24/2015,24-Aug-15,24-Aug-15,24-Aug-15
82047,DDP,Truck,10/9/2014,24-Aug-15,24-Aug-15,24-Aug-15
82052,DDP,Ocean,6/17/2010,20-Dec-10,12-Jan-11,12-Jan-11
82275,N/A - From RDC,Truck,N/A - From RDC,30-Nov-09,23-Nov-09,23-Nov-09
82058,DDP,Truck,10/15/2009,21-Oct-09,21-Oct-09,21-Oct-09
82062,DDP,Truck,12/2/2013,13-Jan-14,13-Jan-14,13-Jan-14
82069,DDP,Truck,4/21/2010,31-May-10,31-May-10,31-May-10
82105,EXW,Air,7/12/2012,8-Oct-12,8-Oct-12,8-Oct-12
82125,EXW,Air Charter,5/27/2014,17-Sep-14,17-Sep-14,19-Sep-14
82128,DDP,Truck,11/4/2014,5-Nov-14,5-Nov-14,5-Nov-14
82137,DDP,Air,3/19/2010,7-Sep-10,17-Nov-10,17-Nov-10
82148,EXW,Air,2/20/2015,2-Jul-15,7-Jul-15,7-Jul-15
82159,EXW,Air,8/4/2015,31-Aug-15,31-Aug-15,9-Sep-15
82172,EXW,Air,10/18/2010,16-Feb-11,16-Feb-11,16-Feb-11
82177,EXW,Air,8/11/2014,17-Dec-14,17-Dec-14,17-Dec-14
82203,FCA,Air,2/5/2013,11-Apr-13,11-Apr-13,11-Apr-13
82256,DDP,Truck,9/22/2009,29-Oct-09,27-Oct-09,27-Oct-09
82271,N/A - From RDC,Air,N/A - From RDC,8-Oct-09,8-Oct-09,8-Oct-09
82272,N/A - From RDC,Air Charter,N/A - From RDC,30-Oct-09,20-Oct-09,20-Oct-09
82273,N/A - From RDC,Air,N/A - From RDC,23-Oct-09,23-Oct-09,23-Oct-09
82274,N/A - From RDC,Truck,N/A - From RDC,15-Nov-09,9-Nov-09,9-Nov-09
82276,N/A - From RDC,Air Charter,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09
82277,N/A - From RDC,Air,N/A - From RDC,10-Dec-09,2-Dec-09,2-Dec-09
82278,N/A - From RDC,Air,N/A - From RDC,2-Dec-09,2-Dec-09,2-Dec-09
82279,N/A - From RDC,Air,N/A - From RDC,9-Dec-09,27-Nov-09,27-Nov-09
82280,N/A - From RDC,Air,N/A - From RDC,15-Jan-10,10-Dec-09,10-Dec-09
82281,N/A - From RDC,Air,N/A - From RDC,19-Jan-10,26-Jan-10,26-Jan-10
82282,N/A - From RDC,Truck,N/A - From RDC,15-Jan-10,9-Dec-09,9-Dec-09
82283,N/A - From RDC,Air,N/A - From RDC,15-Jan-10,22-Jan-10,22-Jan-10
82284,N/A - From RDC,Air,N/A - From RDC,11-Jan-10,8-Jan-10,8-Jan-10
82285,N/A - From RDC,Truck,N/A - From RDC,31-Mar-10,24-Mar-10,24-Mar-10
82286,N/A - From RDC,Air,N/A - From RDC,18-Jan-10,27-Jan-10,27-Jan-10
82289,N/A - From RDC,Air,N/A - From RDC,5-Feb-10,23-Jan-10,23-Jan-10
82290,N/A - From RDC,Air,N/A - From RDC,5-Mar-10,3-Mar-10,3-Mar-10
82291,N/A - From RDC,Air,N/A - From RDC,14-Apr-10,14-Apr-10,14-Apr-10
82292,N/A - From RDC,Air,N/A - From RDC,14-Apr-10,14-Apr-10,14-Apr-10
82293,N/A - From RDC,Truck,N/A - From RDC,15-Mar-10,5-Mar-10,5-Mar-10
82294,N/A - From RDC,Truck,N/A - From RDC,19-Apr-10,14-Apr-10,14-Apr-10
82295,N/A - From RDC,Air,N/A - From RDC,18-Mar-10,17-Mar-10,17-Mar-10
82296,N/A - From RDC,Air,N/A - From RDC,31-Mar-10,12-Mar-10,12-Mar-10
82297,N/A - From RDC,Air,N/A - From RDC,19-Mar-10,17-Mar-10,17-Mar-10
82298,N/A - From RDC,Air,N/A - From RDC,22-Mar-10,11-Mar-10,11-Mar-10
82299,N/A - From RDC,Air,N/A - From RDC,10-May-10,11-Mar-10,11-Mar-10
82300,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82301,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82302,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82303,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82304,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82305,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82306,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82307,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82308,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82309,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,31-Mar-10,31-Mar-10
82310,N/A - From RDC,Air Charter,N/A - From RDC,19-Apr-10,30-Mar-10,30-Mar-10
82311,N/A - From RDC,Truck,N/A - From RDC,1-Apr-10,25-Mar-10,25-Mar-10
82312,N/A - From RDC,Air,N/A - From RDC,23-Jun-10,8-Apr-10,8-Apr-10
82314,N/A - From RDC,Truck,N/A - From RDC,17-May-10,11-May-10,11-May-10
82315,N/A - From RDC,Truck,N/A - From RDC,21-Jun-10,14-Jun-10,14-Jun-10
82335,N/A - From RDC,Air,N/A - From RDC,15-Jul-10,8-Jul-10,8-Jul-10
82316,N/A - From RDC,Air,N/A - From RDC,9-Jun-10,3-May-10,3-May-10
82317,N/A - From RDC,Air Charter,N/A - From RDC,31-May-10,18-May-10,18-May-10
82318,N/A - From RDC,Air,N/A - From RDC,3-May-10,3-May-10,3-May-10
82319,N/A - From RDC,Air,N/A - From RDC,3-May-10,3-May-10,3-May-10
82320,N/A - From RDC,Truck,N/A - From RDC,31-May-10,31-May-10,31-May-10
82321,N/A - From RDC,Truck,N/A - From RDC,30-Jun-10,14-Jun-10,14-Jun-10
82322,N/A - From RDC,Air,N/A - From RDC,1-Jun-10,31-May-10,31-May-10
82323,N/A - From RDC,Air Charter,N/A - From RDC,30-Jun-10,28-Jun-10,28-Jun-10
82324,N/A - From RDC,Air Charter,N/A - From RDC,30-Jun-10,28-Jun-10,28-Jun-10
82325,N/A - From RDC,Truck,N/A - From RDC,30-Jun-10,29-Jun-10,29-Jun-10
82326,N/A - From RDC,Air,N/A - From RDC,28-Jun-10,21-Jun-10,21-Jun-10
82327,N/A - From RDC,Air,N/A - From RDC,28-Jun-10,21-Jun-10,21-Jun-10
82328,N/A - From RDC,Air,N/A - From RDC,12-Jul-10,30-Jun-10,30-Jun-10
82329,N/A - From RDC,Air,N/A - From RDC,12-Jul-10,30-Jun-10,30-Jun-10
82330,N/A - From RDC,Truck,N/A - From RDC,4-Nov-10,29-Jun-10,29-Jun-10
82331,N/A - From RDC,Truck,N/A - From RDC,4-Nov-10,29-Jun-10,29-Jun-10
82332,N/A - From RDC,Air,N/A - From RDC,9-Jul-10,5-Jul-10,5-Jul-10
82333,N/A - From RDC,Air,N/A - From RDC,9-Jul-10,5-Jul-10,5-Jul-10
82334,N/A - From RDC,Air,N/A - From RDC,9-Jul-10,5-Jul-10,5-Jul-10
82336,N/A - From RDC,Air,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10
82337,N/A - From RDC,Air,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10
82338,N/A - From RDC,Air,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10
82339,N/A - From RDC,Air,N/A - From RDC,15-Jul-10,28-Jun-10,28-Jun-10
82341,N/A - From RDC,Air,N/A - From RDC,30-Aug-10,3-Aug-10,3-Aug-10
82342,N/A - From RDC,Air,N/A - From RDC,26-Aug-10,23-Aug-10,23-Aug-10
82343,N/A - From RDC,Air,N/A - From RDC,31-Aug-10,23-Aug-10,23-Aug-10
82345,N/A - From RDC,Air Charter,N/A - From RDC,9-Aug-10,17-Aug-10,17-Aug-10
82346,N/A - From RDC,Air Charter,N/A - From RDC,31-Aug-10,17-Aug-10,17-Aug-10
82347,N/A - From RDC,Air,N/A - From RDC,31-Aug-10,23-Aug-10,23-Aug-10
82349,N/A - From RDC,Air,N/A - From RDC,30-Aug-10,13-Sep-10,13-Sep-10
82350,N/A - From RDC,Air,N/A - From RDC,30-Sep-10,25-Sep-10,25-Sep-10
82351,N/A - From RDC,Air,N/A - From RDC,23-Nov-10,19-Sep-10,19-Sep-10
82352,N/A - From RDC,Truck,N/A - From RDC,4-Nov-10,12-Oct-10,12-Oct-10
82353,N/A - From RDC,Air,N/A - From RDC,20-Oct-10,21-Oct-10,21-Oct-10
82354,N/A - From RDC,Truck,N/A - From RDC,25-Nov-10,1-Dec-10,1-Dec-10
82355,N/A - From RDC,Air,N/A - From RDC,23-Nov-10,13-Nov-10,13-Nov-10
82356,N/A - From RDC,Truck,N/A - From RDC,30-Nov-10,26-Nov-10,26-Nov-10
82357,N/A - From RDC,Truck,N/A - From RDC,30-Nov-10,26-Nov-10,26-Nov-10
82358,N/A - From RDC,Air,N/A - From RDC,16-Nov-10,26-Nov-10,26-Nov-10
82359,N/A - From RDC,Truck,N/A - From RDC,20-Dec-10,23-Dec-10,23-Dec-10
82360,N/A - From RDC,Air,N/A - From RDC,31-Jan-11,8-Dec-10,8-Dec-10
82361,N/A - From RDC,Air,N/A - From RDC,14-Dec-10,15-Dec-10,15-Dec-10
82362,N/A - From RDC,Air,N/A - From RDC,20-Dec-10,5-Jan-11,5-Jan-11
82363,N/A - From RDC,Air,N/A - From RDC,20-Jan-11,7-Feb-11,7-Feb-11
82364,N/A - From RDC,Air,N/A - From RDC,8-Feb-11,17-Jan-11,17-Jan-11
82365,N/A - From RDC,Air,N/A - From RDC,21-Jan-11,12-Jan-11,12-Jan-11
82366,N/A - From RDC,Air Charter,N/A - From RDC,22-Feb-11,16-Feb-11,16-Feb-11
82367,N/A - From RDC,Air,N/A - From RDC,14-Feb-11,28-Jan-11,28-Jan-11
82368,N/A - From RDC,Air,N/A - From RDC,31-Jan-11,22-Feb-11,22-Feb-11
82369,N/A - From RDC,Air,N/A - From RDC,8-Feb-11,23-Dec-10,23-Dec-10
82370,N/A - From RDC,Truck,N/A - From RDC,28-Feb-11,22-Mar-11,22-Mar-11
82371,N/A - From RDC,Truck,N/A - From RDC,31-Mar-11,17-Mar-11,17-Mar-11
82372,N/A - From RDC,Air,N/A - From RDC,9-Mar-11,15-Mar-11,15-Mar-11
82373,N/A - From RDC,Air,N/A - From RDC,30-Apr-11,18-Mar-11,18-Mar-11
82374,N/A - From RDC,Air,N/A - From RDC,20-Apr-11,10-Jun-11,10-Jun-11
82378,N/A - From RDC,Truck,N/A - From RDC,31-Mar-11,20-May-11,20-May-11
82379,N/A - From RDC,Air,N/A - From RDC,14-Apr-11,4-May-11,4-May-11
82380,N/A - From RDC,Air,N/A - From RDC,12-May-11,4-May-11,4-May-11
82381,N/A - From RDC,Truck,N/A - From RDC,11-May-11,24-May-11,24-May-11
82382,N/A - From RDC,Air Charter,N/A - From RDC,15-Jun-11,5-Jul-11,5-Jul-11
82383,N/A - From RDC,Truck,N/A - From RDC,31-May-11,30-Jun-11,30-Jun-11
82384,N/A - From RDC,Truck,N/A - From RDC,31-May-11,30-Jun-11,30-Jun-11
82385,N/A - From RDC,Air,N/A - From RDC,27-Oct-11,15-Jun-11,15-Jun-11
82386,N/A - From RDC,Air,N/A - From RDC,21-Jun-11,1-Jun-11,1-Jun-11
82387,N/A - From RDC,Air Charter,N/A - From RDC,15-Jun-11,6-Jul-11,6-Jul-11
82388,N/A - From RDC,Truck,N/A - From RDC,15-Aug-11,5-Aug-11,5-Aug-11
82389,N/A - From RDC,Truck,N/A - From RDC,15-Aug-11,11-Aug-11,11-Aug-11
82390,N/A - From RDC,Air,N/A - From RDC,30-Sep-11,4-Aug-11,4-Aug-11
82391,N/A - From RDC,Air,N/A - From RDC,15-Aug-11,18-Jul-11,18-Jul-11
82392,N/A - From RDC,Truck,N/A - From RDC,5-Aug-11,5-Aug-11,5-Aug-11
82393,N/A - From RDC,Truck,N/A - From RDC,29-Jul-11,2-Aug-11,2-Aug-11
82394,N/A - From RDC,Truck,N/A - From RDC,6-Sep-11,5-Sep-11,5-Sep-11
82395,N/A - From RDC,Air,N/A - From RDC,27-Sep-11,12-Sep-11,12-Sep-11
82397,N/A - From RDC,Truck,N/A - From RDC,2-Nov-11,2-Nov-11,2-Nov-11
82398,N/A - From RDC,Air,N/A - From RDC,3-Nov-11,21-Aug-11,21-Aug-11
82399,N/A - From RDC,Air,N/A - From RDC,31-Aug-11,14-Sep-11,14-Sep-11
82401,N/A - From RDC,Air,N/A - From RDC,12-Oct-11,12-Oct-11,12-Oct-11
