id,vendor_inco_term,shipment_mode,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date
1,EXW,Air,Date Not Captured,2-Jun-06,2-Jun-06,2-Jun-06
3,EXW,Air,Date Not Captured,14-Nov-06,14-Nov-06,14-Nov-06
4,FCA,Air,Date Not Captured,27-Aug-06,27-Aug-06,27-Aug-06
15,EXW,Air,Date Not Captured,1-Sep-06,1-Sep-06,1-Sep-06
16,EXW,Air,Date Not Captured,11-Aug-06,11-Aug-06,11-Aug-06
23,EXW,Air,Date Not Captured,28-Sep-06,28-Sep-06,28-Sep-06
44,DDU,Air,Date Not Captured,8-Jan-07,8-Jan-07,8-Jan-07
45,EXW,Air,Date Not Captured,24-Nov-06,24-Nov-06,24-Nov-06
46,EXW,Air,Date Not Captured,7-Dec-06,7-Dec-06,7-Dec-06
47,CIP,Air,11/13/2006,30-Jan-07,30-Jan-07,30-Jan-07
60,CIP,Air,12/1/2006,16-Feb-07,16-Feb-07,16-Feb-07
61,EXW,Air,Date Not Captured,8-Jan-07,8-Jan-07,8-Jan-07
62,EXW,Air,Date Not Captured,10-Jan-07,10-Jan-07,10-Jan-07
64,EXW,Air,12/22/2006,27-Feb-07,27-Feb-07,27-Feb-07
65,EXW,Air,Date Not Captured,18-Jan-07,18-Jan-07,18-Jan-07
68,CIP,Air,1/10/2007,19-Mar-07,19-Mar-07,19-Mar-07
69,CIP,N/A,Date Not Captured,7-May-07,7-May-07,7-May-07
80,EXW,Air,Date Not Captured,29-Mar-07,29-Mar-07,29-Mar-07
81483,EXW,Air,8/15/2012,12-Nov-12,12-Nov-12,12-Nov-12
87,CIP,Air,4/12/2007,6-Jun-07,6-Jun-07,6-Jun-07
92,EXW,Air,5/13/2007,19-Jun-07,19-Jun-07,19-Jun-07
96,EXW,Air,5/17/2007,19-Jun-07,19-Jun-07,19-Jun-07
108,CIP,Air,7/13/2007,2-Oct-07,2-Oct-07,2-Oct-07
115,EXW,Air,7/4/2007,15-Oct-07,15-Oct-07,15-Oct-07
116,FCA,Air,7/4/2007,27-Aug-07,27-Aug-07,27-Aug-07
130,EXW,Air,7/26/2007,13-Aug-07,21-Aug-07,21-Aug-07
134,EXW,Air,7/26/2007,25-Aug-07,25-Aug-07,25-Aug-07
138,EXW,Air,Date Not Captured,16-Oct-07,16-Oct-07,16-Oct-07
139,EXW,Air,Date Not Captured,22-Nov-07,22-Nov-07,22-Nov-07
140,EXW,Air,Date Not Captured,22-Nov-07,22-Nov-07,22-Nov-07
161,EXW,Air,10/3/2007,20-Nov-07,20-Nov-07,20-Nov-07
176,EXW,Air,8/28/2007,3-Oct-07,3-Oct-07,3-Oct-07
262,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
269,EXW,Air,11/19/2007,21-Jan-08,21-Jan-08,21-Jan-08
270,EXW,Air,11/21/2007,21-Jan-08,21-Jan-08,21-Jan-08
284,EXW,Air,12/10/2007,31-Jan-08,31-Jan-08,31-Jan-08
305,EXW,Air,Date Not Captured,5-Feb-08,5-Feb-08,5-Feb-08
343,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
361,EXW,Air,Date Not Captured,18-Feb-08,18-Feb-08,18-Feb-08
391,EXW,Air,2/27/2008,17-Jun-08,17-Jun-08,17-Jun-08
392,EXW,Air,3/3/2008,19-Mar-09,19-Mar-09,19-Mar-09
398,EXW,Air,2/28/2008,9-Apr-08,1-Apr-08,1-Apr-08
399,EXW,Air,2/28/2008,28-Jul-08,28-Jul-08,28-Jul-08
400,DDP,N/A,2/29/2008,11-Mar-08,11-Mar-08,11-Mar-08
410,EXW,Air,3/17/2008,17-Nov-08,17-Nov-08,17-Nov-08
411,EXW,Air,3/13/2008,17-Apr-08,17-Apr-08,17-Apr-08
414,EXW,Air,3/18/2008,4-Jun-08,4-Jun-08,4-Jun-08
420,EXW,Air,3/31/2008,3-Jun-08,3-Jun-08,3-Jun-08
422,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
423,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
438,CIP,Air,3/31/2008,12-Jul-08,12-Jul-08,12-Jul-08
459,DDP,N/A,4/4/2008,25-Apr-08,7-Apr-08,7-Apr-08
464,EXW,Air,Date Not Captured,9-Jul-08,9-Jul-08,9-Jul-08
465,EXW,Air,Date Not Captured,9-Jul-08,4-Jul-08,4-Jul-08
466,DDP,Air,Date Not Captured,9-May-08,9-May-08,9-May-08
530,EXW,Air,5/14/2008,19-Sep-08,19-Sep-08,19-Sep-08
531,DDP,Truck,Date Not Captured,20-Aug-08,20-Aug-08,20-Aug-08
532,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
533,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
535,CIP,Air,5/15/2008,2-Sep-08,2-Sep-08,2-Sep-08
543,EXW,Air,5/20/2008,30-Sep-08,30-Sep-08,30-Sep-08
551,EXW,Air,5/23/2008,24-Nov-08,24-Nov-08,24-Nov-08
598,DDP,Truck,Date Not Captured,12-Jun-08,9-Jun-08,9-Jun-08
610,EXW,Air,7/1/2008,19-Sep-08,19-Sep-08,19-Sep-08
630,EXW,Air,7/2/2008,25-Feb-09,9-Sep-08,9-Sep-08
637,EXW,Air,7/3/2008,8-Oct-08,8-Oct-08,8-Oct-08
646,DDP,Truck,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08
660,EXW,Air,7/24/2008,27-Nov-08,27-Nov-08,27-Nov-08
668,CIP,Air,7/25/2008,15-Aug-08,15-Aug-08,15-Aug-08
670,EXW,Air,7/31/2008,20-Oct-08,20-Oct-08,20-Oct-08
712,EXW,Air,8/26/2008,18-Sep-08,18-Sep-08,18-Sep-08
717,EXW,Air,8/27/2008,2-Oct-08,2-Oct-08,2-Oct-08
719,EXW,Air,9/3/2008,23-Jan-09,23-Jan-09,23-Jan-09
772,CIP,Air,3/6/2009,10-Mar-09,8-Apr-09,8-Apr-09
791,EXW,Air,9/24/2008,29-Oct-08,29-Oct-08,29-Oct-08
796,EXW,Air,10/2/2008,28-Nov-08,28-Nov-08,28-Nov-08
797,EXW,Air,10/2/2008,23-Jan-09,23-Jan-09,23-Jan-09
835,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
836,DDP,Truck,Date Not Captured,17-May-09,17-May-09,17-May-09
837,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
838,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
2947,EXW,Air,12/5/2007,22-Jan-08,22-Jan-08,22-Jan-08
839,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
849,CIP,Air,11/19/2008,6-Feb-09,6-Feb-09,6-Feb-09
858,CIP,Air,12/19/2008,21-Apr-09,21-Apr-09,21-Apr-09
914,EXW,Air,12/19/2008,2-Mar-09,2-Mar-09,2-Mar-09
937,EXW,Air,1/5/2009,23-Mar-09,23-Mar-09,23-Mar-09
960,EXW,Air,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09
961,EXW,Air,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09
962,EXW,Air,1/16/2009,23-Mar-09,23-Mar-09,23-Mar-09
979,EXW,Air,10/21/2008,16-Mar-09,16-Mar-09,16-Mar-09
985,FCA,Air,2/5/2009,28-May-09,28-May-09,28-May-09
986,FCA,Air,2/5/2009,4-May-09,4-May-09,4-May-09
993,EXW,Air,2/18/2009,28-Apr-09,28-Apr-09,28-Apr-09
1037,CIP,Air,3/4/2009,30-Sep-09,30-Sep-09,30-Sep-09
1046,CIP,Air,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09
1047,CIP,Air,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09
1048,FCA,Air,3/6/2009,15-Apr-09,15-Apr-09,15-Apr-09
1063,DDP,Air,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08
1065,DDP,Air,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08
1066,DDP,Air,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08
1067,DDP,Air,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08
1068,DDP,Air,Date Not Captured,12-May-09,30-Dec-08,30-Dec-08
1070,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
1077,DDP,Air,3/18/2009,25-Jun-09,21-Apr-09,21-Apr-09
1078,DDP,Truck,3/18/2009,25-Jun-09,5-Jun-09,5-Jun-09
1079,DDP,Air,3/18/2009,25-Jun-09,17-Jun-09,17-Jun-09
1080,DDP,Truck,6/15/2009,19-Aug-09,19-Aug-09,19-Aug-09
1084,DDP,Air,3/27/2009,25-Jun-09,14-Apr-09,14-Apr-09
1085,DDP,Air,3/27/2009,25-Jun-09,29-Apr-09,29-Apr-09
1086,DDP,Air,3/27/2009,25-Jun-09,20-Apr-09,20-Apr-09
1095,EXW,Air,3/25/2009,13-Nov-09,13-Nov-09,13-Nov-09
1109,FCA,Air,3/30/2009,30-Jun-09,30-Jun-09,30-Jun-09
1110,FCA,Air,3/30/2009,22-Jul-09,22-Jul-09,22-Jul-09
1111,DDP,Truck,4/2/2009,31-Jul-09,21-Apr-09,21-Apr-09
1114,DDP,Truck,4/2/2009,15-May-09,17-Apr-09,17-Apr-09
1115,DDP,Truck,4/2/2009,15-May-09,23-Apr-09,23-Apr-09
1122,EXW,Air,4/2/2009,16-Sep-09,16-Sep-09,16-Sep-09
1134,EXW,Air,4/4/2009,10-Jul-09,10-Jul-09,10-Jul-09
1140,EXW,Air,4/9/2009,18-Aug-09,18-Aug-09,18-Aug-09
1156,CIP,Air,4/15/2009,25-Jul-09,25-Jul-09,25-Jul-09
1162,EXW,Air,4/15/2009,15-Sep-09,15-Sep-09,15-Sep-09
1179,FCA,Air,4/29/2009,17-Jul-09,17-Jul-09,17-Jul-09
1183,EXW,Air,4/29/2009,10-Jul-09,10-Jul-09,10-Jul-09
1196,EXW,Air,5/27/2009,12-Jun-09,10-Jul-09,10-Jul-09
1198,EXW,Air,5/18/2009,1-Sep-09,1-Sep-09,1-Sep-09
1213,CIP,Air,5/27/2009,28-Jul-09,28-Jul-09,28-Jul-09
1215,EXW,Air,6/2/2009,29-Jun-09,29-Jun-09,29-Jun-09
1221,DDP,Truck,6/5/2009,28-Jul-09,28-Jul-09,28-Jul-09
1222,DDP,Truck,6/5/2009,12-Oct-09,5-Aug-09,5-Aug-09
1223,DDP,Truck,6/5/2009,12-Oct-09,28-Jul-09,28-Jul-09
1245,EXW,Air,4/19/2006,27-Jun-06,27-Jun-06,27-Jun-06
1246,EXW,Air,Date Not Captured,14-Jul-06,14-Jul-06,14-Jul-06
1251,CIP,Air,Date Not Captured,16-Nov-06,16-Nov-06,16-Nov-06
1262,EXW,Air,Date Not Captured,9-Nov-06,9-Nov-06,9-Nov-06
1279,CIP,Air,Date Not Captured,7-Nov-06,7-Nov-06,7-Nov-06
1281,EXW,Air,Date Not Captured,7-Dec-06,7-Dec-06,7-Dec-06
1282,EXW,Air,11/15/2006,14-Mar-07,14-Mar-07,14-Mar-07
1283,EXW,Air,11/15/2006,14-Mar-07,14-Mar-07,14-Mar-07
1285,EXW,Air,Date Not Captured,29-Dec-06,29-Dec-06,29-Dec-06
1295,CIP,Air,11/17/2006,15-Feb-07,15-Feb-07,15-Feb-07
1298,EXW,Air,1/9/2007,12-May-07,12-May-07,12-May-07
1299,EXW,Air,12/22/2006,27-Feb-07,27-Feb-07,27-Feb-07
1300,EXW,Air,12/22/2006,27-Feb-07,27-Feb-07,27-Feb-07
1303,FCA,Air,12/14/2006,28-Dec-06,28-Dec-06,28-Dec-06
1306,EXW,Air,2/7/2007,24-Aug-07,24-Aug-07,24-Aug-07
1307,EXW,Air,Date Not Captured,15-Mar-07,30-Mar-07,30-Mar-07
1309,EXW,Air,12/14/2006,15-Jan-07,15-Jan-07,15-Jan-07
1337,CIP,Air,5/9/2007,23-Oct-07,23-Oct-07,23-Oct-07
1347,EXW,Air,Date Not Captured,7-Sep-07,7-Sep-07,7-Sep-07
1350,CIP,Air,7/13/2007,2-Oct-07,2-Oct-07,2-Oct-07
1356,EXW,Air,7/3/2007,2-Oct-07,2-Oct-07,2-Oct-07
1357,EXW,Air,7/3/2007,2-Oct-07,2-Oct-07,2-Oct-07
1358,EXW,Air,7/4/2007,15-Oct-07,15-Oct-07,15-Oct-07
1359,EXW,Air,7/4/2007,15-Oct-07,15-Oct-07,15-Oct-07
1360,EXW,Air,7/4/2007,23-Nov-07,23-Nov-07,23-Nov-07
1361,FCA,Air,7/3/2007,27-Aug-07,27-Aug-07,27-Aug-07
1383,EXW,Air,Date Not Captured,19-Sep-07,19-Sep-07,19-Sep-07
1502,EXW,Air,11/12/2007,28-Jan-08,28-Jan-08,28-Jan-08
1512,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
1513,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
1519,FCA,Air,11/21/2007,28-Mar-08,28-Mar-08,28-Mar-08
1527,EXW,Air,11/30/2007,21-Jan-08,21-Jan-08,21-Jan-08
1529,CIP,Air,12/3/2007,28-Jan-08,28-Jan-08,28-Jan-08
1530,EXW,Air,12/5/2007,1-Feb-08,1-Feb-08,1-Feb-08
1531,DDP,Air,11/30/2007,27-Dec-07,27-Dec-07,27-Dec-07
1549,EXW,Air,Date Not Captured,5-Feb-08,5-Feb-08,5-Feb-08
1587,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
1593,EXW,Air,2/4/2008,3-Jul-08,3-Jul-08,3-Jul-08
1594,EXW,Air,1/29/2008,19-Sep-08,16-Jul-08,16-Jul-08
1618,EXW,Air,2/19/2008,27-Mar-08,27-Mar-08,27-Mar-08
1628,EXW,Air,2/25/2008,14-May-08,14-May-08,14-May-08
1634,EXW,Air,2/29/2008,6-Jun-08,30-May-08,30-May-08
1637,EXW,Air,2/27/2008,4-Mar-09,4-Mar-09,4-Mar-09
1638,EXW,Air,2/27/2008,9-Jul-08,4-Jul-08,4-Jul-08
1643,EXW,Air,2/28/2008,8-Apr-08,4-Apr-08,4-Apr-08
1644,EXW,Air,2/28/2008,22-Jul-08,22-Jul-08,22-Jul-08
1645,EXW,Air,2/29/2008,19-Dec-08,19-Dec-08,19-Dec-08
1646,EXW,Air,2/28/2008,6-May-08,6-May-08,6-May-08
1647,EXW,Air,2/28/2008,28-Jul-08,28-Jul-08,28-Jul-08
1648,EXW,Air,Date Not Captured,11-Apr-08,11-Apr-08,11-Apr-08
1861,EXW,Air,6/12/2008,16-Aug-08,16-Aug-08,16-Aug-08
1660,EXW,Air,3/17/2008,17-Nov-08,21-Oct-08,21-Oct-08
1673,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
1674,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
1675,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
1691,EXW,Air,3/31/2008,7-Jul-08,20-Jun-08,20-Jun-08
1693,EXW,Air,3/31/2008,1-Jun-08,1-Jun-08,1-Jun-08
1719,EXW,Air,4/7/2008,9-May-08,9-May-08,9-May-08
1722,DDP,N/A,4/4/2008,25-Apr-08,7-Apr-08,7-Apr-08
1723,DDP,N/A,4/4/2008,25-Apr-08,25-Apr-08,25-Apr-08
1724,DDP,N/A,4/4/2008,25-Apr-08,7-Apr-08,7-Apr-08
1730,EXW,Air,Date Not Captured,28-May-08,28-May-08,28-May-08
1797,CIP,Air,5/13/2008,3-Oct-08,3-Oct-08,3-Oct-08
1798,EXW,Air,5/13/2008,19-Aug-08,19-Aug-08,19-Aug-08
1801,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
1802,DDP,Truck,Date Not Captured,20-Aug-08,21-May-08,21-May-08
1803,DDP,Truck,Date Not Captured,20-Aug-08,14-May-08,14-May-08
1804,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
1820,EXW,Air,5/23/2008,27-Oct-08,27-Oct-08,27-Oct-08
1888,CIP,Air,6/13/2008,23-Jul-08,22-Jul-08,22-Jul-08
1889,CIP,Air,6/13/2008,23-Jul-08,23-Jul-08,23-Jul-08
1905,EXW,Air,7/1/2008,19-Sep-08,19-Sep-08,19-Sep-08
1919,EXW,Air,7/3/2008,3-Oct-08,3-Oct-08,3-Oct-08
1926,DDP,Truck,Date Not Captured,10-Jul-08,14-Jul-08,14-Jul-08
1927,DDP,Truck,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08
1928,DDP,Truck,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08
1929,DDP,Truck,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08
1939,EXW,Air,8/21/2008,22-Sep-08,22-Sep-08,22-Sep-08
1940,EXW,Air,8/21/2008,29-Oct-08,29-Oct-08,29-Oct-08
1941,EXW,Air,7/18/2008,15-Oct-08,15-Oct-08,15-Oct-08
1942,EXW,Air,8/21/2008,12-Sep-08,12-Sep-08,12-Sep-08
1954,FCA,Air,7/24/2008,2-Dec-08,2-Dec-08,2-Dec-08
1955,EXW,Air,7/24/2008,24-Nov-08,24-Nov-08,24-Nov-08
1956,EXW,Air,7/24/2008,25-Nov-08,25-Nov-08,25-Nov-08
1957,EXW,Air,7/24/2008,3-Dec-08,3-Dec-08,3-Dec-08
1971,EXW,Air,7/28/2008,15-Dec-08,15-Dec-08,15-Dec-08
1972,EXW,Air,7/30/2008,3-Nov-08,13-Oct-08,13-Oct-08
1973,EXW,Air,7/30/2008,3-Nov-08,3-Nov-08,3-Nov-08
2008,EXW,Air,8/22/2008,7-Oct-08,7-Oct-08,7-Oct-08
2014,DDP,Truck,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08
2015,DDP,Truck,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08
2146,EXW,Air,10/27/2008,26-Jan-09,20-Jan-09,20-Jan-09
2147,EXW,Air,10/27/2008,3-Dec-08,3-Dec-08,3-Dec-08
2148,CIP,Air,10/28/2008,3-Feb-09,3-Feb-09,3-Feb-09
2153,EXW,Air,11/3/2008,27-Nov-08,27-Nov-08,27-Nov-08
2156,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
2157,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
2158,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
2159,DDP,Truck,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08
2171,EXW,Air,11/20/2008,8-Apr-09,8-Apr-09,8-Apr-09
2173,EXW,Air,11/20/2008,27-Jan-09,27-Jan-09,27-Jan-09
2257,EXW,Air,12/23/2008,25-Feb-09,27-Jan-09,27-Jan-09
2295,EXW,Air,1/13/2009,2-Mar-09,2-Mar-09,2-Mar-09
2297,EXW,Air,1/16/2009,7-Apr-09,7-Apr-09,7-Apr-09
2298,EXW,Air,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09
2305,CIP,Air,2/3/2009,8-Apr-09,8-Apr-09,8-Apr-09
2328,EXW,Air,2/3/2009,16-Mar-09,16-Mar-09,16-Mar-09
2399,EXW,Air,3/6/2009,2-Apr-09,2-Apr-09,2-Apr-09
2417,EXW,Air,3/11/2009,26-May-09,26-May-09,26-May-09
2429,DDP,Air,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08
2430,DDP,Air,Date Not Captured,24-Mar-09,1-Dec-08,1-Dec-08
2431,DDP,Air,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08
2432,DDP,Air,Date Not Captured,23-Jun-09,29-Jan-09,29-Jan-09
2436,DDP,Air,Date Not Captured,12-May-09,30-Dec-08,30-Dec-08
2437,DDP,Air,Date Not Captured,26-May-09,22-Jan-09,22-Jan-09
2438,DDP,Air,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08
2439,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
2440,DDP,Air,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09
2441,CIP,Air,3/19/2009,4-May-09,4-May-09,4-May-09
2447,DDP,Truck,3/18/2009,17-Apr-09,17-Apr-09,17-Apr-09
2450,DDP,Air,3/27/2009,25-Jun-09,20-Apr-09,20-Apr-09
2451,DDP,Air,3/27/2009,25-Jun-09,20-Apr-09,20-Apr-09
2463,CIP,Air,10/21/2008,20-Apr-09,20-Apr-09,20-Apr-09
2474,DDP,Air,4/2/2009,31-Jul-09,20-Apr-09,20-Apr-09
2475,DDP,Truck,4/2/2009,31-Jul-09,4-May-09,4-May-09
2476,DDP,Truck,4/2/2009,31-Jul-09,8-Jun-09,8-Jun-09
2477,EXW,Air,3/31/2009,5-Jun-09,5-Jun-09,5-Jun-09
2478,EXW,Air,3/30/2009,1-Jul-09,1-Jul-09,1-Jul-09
2481,DDP,Truck,4/2/2009,15-May-09,23-Apr-09,23-Apr-09
2499,FCA,Air,4/1/2009,20-May-09,20-May-09,20-May-09
2502,EXW,Air,4/4/2009,18-Jun-09,18-Jun-09,18-Jun-09
2503,EXW,Air,4/4/2009,18-Jun-09,18-Jun-09,18-Jun-09
2506,FCA,Air,4/7/2009,14-Jul-09,14-Jul-09,14-Jul-09
2536,CIP,Air,4/15/2009,20-Jul-09,20-Jul-09,20-Jul-09
2539,EXW,Air,4/15/2009,10-Jun-09,15-Jul-09,15-Jul-09
2558,EXW,Air,4/27/2009,15-Jun-09,15-Jun-09,15-Jun-09
2559,EXW,Air,4/29/2009,8-Jun-09,8-Jun-09,8-Jun-09
2562,EXW,Air,4/29/2009,9-Jun-09,9-Jun-09,9-Jun-09
2571,EXW,Air,5/8/2009,18-Aug-09,18-Aug-09,18-Aug-09
2588,CIP,Air,5/27/2009,19-Aug-09,19-Aug-09,19-Aug-09
2601,DDP,Truck,6/5/2009,12-Oct-09,3-Aug-09,3-Aug-09
2602,DDP,Truck,6/5/2009,21-Jul-09,21-Jul-09,21-Jul-09
2603,EXW,Air,6/6/2009,11-Nov-09,29-Oct-09,29-Oct-09
2632,CIP,Air,7/15/2009,7-Aug-09,7-Aug-09,7-Aug-09
2647,EXW,Air,Date Not Captured,6-Sep-06,6-Sep-06,6-Sep-06
2654,EXW,Air,Date Not Captured,9-Oct-06,9-Oct-06,9-Oct-06
2655,EXW,Air,Date Not Captured,1-Sep-06,1-Sep-06,1-Sep-06
2656,EXW,Air,Date Not Captured,11-Aug-06,11-Aug-06,11-Aug-06
2657,EXW,Air,Date Not Captured,11-Aug-06,11-Aug-06,11-Aug-06
2661,EXW,Air,Date Not Captured,28-Sep-06,28-Sep-06,28-Sep-06
2662,EXW,Air,Date Not Captured,28-Sep-06,28-Sep-06,28-Sep-06
2680,EXW,Air,Date Not Captured,29-Jan-07,29-Jan-07,29-Jan-07
2681,EXW,Air,Date Not Captured,13-Nov-06,13-Nov-06,13-Nov-06
2683,EXW,Air,Date Not Captured,7-Dec-06,7-Dec-06,7-Dec-06
2684,EXW,Air,Date Not Captured,7-Dec-06,7-Dec-06,7-Dec-06
2685,EXW,Air,Date Not Captured,20-Dec-06,20-Dec-06,20-Dec-06
2686,EXW,Air,11/14/2006,14-Mar-07,14-Mar-07,14-Mar-07
2687,EXW,Air,11/15/2006,14-Mar-07,14-Mar-07,14-Mar-07
2705,EXW,Air,Date Not Captured,7-Feb-07,7-Feb-07,7-Feb-07
2708,EXW,Air,2/7/2007,9-Jul-07,9-Jul-07,9-Jul-07
2721,CIP,Air,3/8/2007,6-Jun-07,6-Jun-07,6-Jun-07
2733,EXW,Air,5/1/2007,28-Jun-07,28-Jun-07,28-Jun-07
2740,EXW,Air,6/8/2007,10-Jul-07,10-Jul-07,10-Jul-07
2741,EXW,Air,6/8/2007,10-Jul-07,3-Aug-07,3-Aug-07
2756,EXW,Air,6/21/2007,4-Jul-07,4-Jul-07,4-Jul-07
2765,EXW,Air,7/3/2007,2-Oct-07,2-Oct-07,2-Oct-07
2766,EXW,Air,7/3/2007,2-Oct-07,2-Oct-07,2-Oct-07
2767,CIP,Air,7/3/2007,8-Nov-07,8-Nov-07,8-Nov-07
2785,FCA,Air,7/20/2007,10-Sep-07,10-Sep-07,10-Sep-07
2794,EXW,Air,Date Not Captured,19-Dec-07,19-Dec-07,19-Dec-07
2795,EXW,Air,8/15/2007,22-Jan-08,22-Jan-08,22-Jan-08
2796,EXW,Air,7/31/2007,29-Aug-07,29-Aug-07,29-Aug-07
2808,EXW,Air,10/3/2007,20-Nov-07,24-Dec-07,24-Dec-07
2823,EXW,Air,8/28/2007,3-Dec-07,3-Dec-07,3-Dec-07
2892,CIP,Air,10/3/2007,31-Mar-08,31-Mar-08,31-Mar-08
2921,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
2922,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
2923,DDP,N/A,11/12/2007,29-Jan-08,29-Jan-08,29-Jan-08
2927,EXW,Air,11/16/2007,10-Jan-08,10-Jan-08,10-Jan-08
2960,EXW,Air,Date Not Captured,22-Aug-08,22-Aug-08,22-Aug-08
2965,EXW,Air,1/3/2008,27-Feb-08,18-Feb-08,18-Feb-08
2993,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
2994,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
2995,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
2996,DDP,N/A,1/4/2008,21-Jan-08,4-Jan-08,4-Jan-08
3007,CIP,Air,1/24/2008,8-Apr-08,8-Apr-08,8-Apr-08
3008,EXW,Air,1/29/2008,19-Sep-08,19-Sep-08,19-Sep-08
3009,EXW,Air,1/29/2008,12-Mar-08,10-Mar-08,10-Mar-08
3010,EXW,Air,1/29/2008,12-Mar-08,12-Mar-08,12-Mar-08
3026,DDP,Truck,1/21/2008,5-Feb-08,21-Jan-08,21-Jan-08
3037,CIP,Air,2/20/2008,27-Feb-08,27-Feb-08,27-Feb-08
3039,EXW,Air,2/25/2008,13-Jun-08,13-Jun-08,13-Jun-08
3040,EXW,Air,2/25/2008,22-Apr-08,5-May-08,5-May-08
3049,EXW,Air,2/28/2008,8-Apr-08,8-Apr-08,8-Apr-08
3050,EXW,Air,2/28/2008,25-Apr-08,25-Apr-08,25-Apr-08
3055,EXW,Air,3/11/2008,22-May-08,22-May-08,22-May-08
3080,DDP,Truck,2/20/2008,24-Apr-08,29-Feb-08,29-Feb-08
3081,DDP,Truck,2/20/2008,24-Apr-08,24-Apr-08,24-Apr-08
3094,EXW,Air,3/31/2008,7-Jul-08,7-Jul-08,7-Jul-08
3096,EXW,Air,3/31/2008,17-Jun-08,17-Jun-08,17-Jun-08
3097,EXW,Air,3/31/2008,20-Jun-08,20-Jun-08,20-Jun-08
3152,EXW,Air,4/28/2008,31-Jul-08,31-Jul-08,31-Jul-08
3153,EXW,Air,4/28/2008,31-Jul-08,7-Jul-08,7-Jul-08
3154,EXW,Air,4/28/2008,20-Jan-09,3-Sep-08,3-Sep-08
3159,DDP,Air,4/28/2008,1-Jul-08,1-Jul-08,1-Jul-08
3191,DDP,Truck,Date Not Captured,20-Aug-08,14-May-08,14-May-08
3192,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
3193,DDP,Truck,Date Not Captured,20-Aug-08,8-May-08,8-May-08
3202,EXW,Air,5/23/2008,17-Nov-08,17-Nov-08,17-Nov-08
3245,EXW,Air,6/20/2008,26-Sep-08,26-Sep-08,26-Sep-08
3261,EXW,Air,7/1/2008,20-Sep-08,20-Sep-08,20-Sep-08
